,Temperatura_archa [°C],O2 [%],Humedad [%],Numero_envases [uds],Tiempo_carga [min]
1146,596,23,43,100,26
1147,605,19,34,100,22
1148,645,20,35,100,20
1149,637,21,39,100,27
1150,649,18,49,100,29
1151,639,22,47,100,26
1152,596,22,48,100,26
1153,600,18,39,100,25
1154,605,22,43,100,27
1155,550,21,37,100,21
1156,649,18,30,100,22
1157,604,18,40,100,20
1158,635,22,32,100,22
1159,629,21,40,100,23
1160,646,21,32,100,29
1161,611,19,34,100,28
1162,622,21,48,100,23
1163,615,21,32,100,21
1164,602,22,39,100,25
1165,640,21,33,100,29
1166,559,18,48,100,22
1167,565,22,46,100,27
1168,588,23,46,100,29
1169,608,19,32,100,22
1170,629,21,32,100,24
1171,599,23,38,100,23
1172,571,22,44,100,21
1173,644,19,31,100,27
1174,614,22,49,100,28
1175,610,20,37,100,29
1176,601,22,47,100,28
1177,575,18,37,100,26
1178,557,22,44,100,23
1179,621,20,32,100,24
1180,647,22,37,100,29
1181,574,23,32,100,23
1182,568,21,39,100,29
1183,598,23,49,100,27
1184,563,22,44,100,20
1185,569,21,37,100,22
1186,635,21,37,100,29
1187,615,21,45,100,26
1188,568,22,43,100,25
1189,583,22,44,100,26
1190,569,19,36,100,20
1191,605,20,34,100,25
1192,560,18,37,100,25
1193,606,22,49,100,26
1194,636,20,43,100,27
1195,583,19,45,100,28
1196,603,19,34,100,26
1197,626,19,49,100,25
1198,637,19,46,100,25
1199,561,21,40,100,24
1200,571,19,42,100,26
1201,642,18,48,100,24
1202,616,20,49,100,21
1203,640,19,30,100,22
1204,558,23,40,100,20
1205,598,19,44,100,28
1206,600,23,36,100,27
1207,632,22,49,100,25
1208,592,21,32,100,24
1209,606,21,44,100,20
1210,579,21,40,100,24
1211,595,20,33,100,20
1212,591,20,44,100,20
1213,559,20,48,100,29
1214,604,19,44,100,22
1215,608,20,33,100,24
1216,620,21,41,100,20
1217,579,19,32,100,26
1218,623,23,35,100,26
1219,573,23,34,100,27
1220,574,23,33,100,25
1221,643,21,40,100,21
1222,594,22,41,100,27
1223,642,22,40,100,23
1224,589,22,30,100,27
1225,586,19,30,100,21
1226,608,19,38,100,25
1227,598,19,33,100,24
1228,643,23,49,100,23
1229,591,22,43,100,23
1230,638,23,35,100,26
1231,563,21,47,100,24
1232,605,19,30,100,21
1233,558,23,34,100,23
1234,567,23,38,100,24
1235,570,21,42,100,28
1236,583,20,42,100,28
1237,623,19,39,100,26
1238,560,22,42,100,28
1239,579,21,33,100,27
1240,560,19,42,100,22
1241,573,22,39,100,25
1242,594,23,45,100,20
1243,601,21,41,100,26
1244,611,21,36,100,28
1245,564,23,33,100,22
1246,585,20,45,100,22
1247,556,20,41,100,27
1248,616,23,37,100,24
1249,598,23,42,100,22
1250,584,23,35,100,20
1251,597,23,41,100,26
1252,602,18,39,100,28
1253,567,20,33,100,23
1254,612,22,30,100,28
1255,620,19,31,100,23
1256,615,21,49,100,27
1257,601,19,47,100,22
1258,578,18,33,100,20
1259,645,21,38,100,20
1260,649,22,42,100,20
1261,606,20,46,100,28
1262,632,21,39,100,29
1263,595,20,38,100,27
1264,634,22,33,100,21
1265,567,23,43,100,24
1266,636,19,47,100,26
1267,588,18,47,100,29
1268,606,19,48,100,20
1269,597,22,34,100,22
1270,627,21,45,100,26
1271,607,23,45,100,28
1272,601,23,32,100,23
1273,582,22,49,100,24
1274,593,21,47,100,28
1275,595,18,36,100,27
1276,633,18,36,100,29
1277,553,23,42,100,24
1278,604,19,46,100,29
1279,607,18,39,100,26
1280,552,21,39,100,20
1281,593,18,42,100,28
1282,644,19,37,100,22
1283,627,21,32,100,29
1284,606,20,42,100,21
1285,621,20,32,100,25
1286,628,22,48,100,29
1287,606,20,47,100,27
1288,616,23,44,100,27
1289,580,21,48,100,27
1290,560,19,46,100,28
1291,631,18,48,100,24
1292,609,19,42,100,25
1293,597,20,35,100,21
1294,619,21,32,100,20
1295,634,18,40,100,27
1296,610,19,40,100,24
1297,583,18,38,100,23
1298,556,23,42,100,20
1299,577,21,49,100,24
1300,616,23,33,100,24
1301,603,20,32,100,25
1302,573,20,43,100,20
1303,563,19,45,100,27
1304,616,22,42,100,28
1305,610,18,32,100,26
1306,591,21,48,100,21
1307,649,19,32,100,25
1308,630,23,30,100,24
1309,611,21,34,100,27
1310,616,21,31,100,26
1311,577,21,44,100,20
1312,580,18,39,100,21
1313,587,23,49,100,29
1314,641,18,45,100,23
1315,630,18,48,100,24
1316,609,19,40,100,29
1317,640,18,31,100,21
1318,642,20,33,100,25
1319,629,23,45,100,28
1320,562,18,33,100,28
1321,606,20,33,100,21
1322,617,22,44,100,23
1323,622,23,36,100,28
1324,556,23,42,100,21
1325,648,20,38,100,21
1326,569,18,31,100,28
1327,552,18,47,100,21
1328,588,21,41,100,28
1329,581,22,48,100,24
1330,565,19,40,100,29
1331,577,23,41,100,28
1332,585,21,44,100,23
1333,636,21,46,100,27
1334,587,22,37,100,22
1335,626,18,43,100,27
1336,593,19,41,100,27
1337,576,21,43,100,28
1338,628,20,43,100,21
1339,608,18,49,100,25
1340,559,21,38,100,29
1341,641,21,30,100,25
1342,621,21,43,100,29
1343,554,22,38,100,24
1344,588,21,34,100,23
1345,643,18,30,100,26
1346,593,20,44,100,28
1347,595,22,41,100,24
1348,641,20,31,100,22
1349,551,22,38,100,22
1350,646,18,31,100,22
1351,555,20,31,100,20
1352,611,22,45,100,20
1353,568,19,48,100,22
1354,600,18,36,100,21
1355,552,20,43,100,26
1356,586,18,39,100,27
1357,588,20,49,100,29
1358,571,23,40,100,29
1359,568,20,40,100,21
1360,593,22,34,100,28
1361,553,20,40,100,23
1362,584,18,37,100,26
1363,573,23,48,100,20
1364,598,19,49,100,24
1365,625,22,42,100,22
1366,617,21,35,100,21
1367,588,21,33,100,29
1368,611,18,40,100,26
1369,591,22,41,100,28
1370,627,22,36,100,29
1371,560,20,30,100,28
1372,580,21,43,100,27
1373,604,18,39,100,22
1374,578,20,47,100,22
1375,647,20,32,100,21
1376,620,23,43,100,22
1377,617,23,33,100,29
1378,641,22,48,100,23
1379,553,19,45,100,27
1380,570,19,47,100,25
1381,623,20,30,100,21
1382,586,20,30,100,28
1383,610,19,36,100,28
1384,648,18,45,100,24
1385,563,19,47,100,28
1386,590,21,37,100,29
1387,618,20,49,100,21
1388,589,21,45,100,26
1389,636,18,31,100,26
1390,608,18,44,100,29
1391,584,21,49,100,25
1392,555,19,33,100,29
1393,583,22,37,100,22
1394,628,20,35,100,23
1395,632,22,41,100,24
1396,639,23,49,100,29
1397,639,23,48,100,26
1398,550,21,34,100,26
1399,555,18,31,100,24
1400,573,19,30,100,20
1401,628,18,44,100,21
1402,616,21,34,100,21
1403,550,22,39,100,22
1404,619,22,30,100,22
1405,573,19,40,100,23
1406,613,18,35,100,23
1407,616,20,33,100,21
1408,557,21,45,100,29
1409,594,20,49,100,28
1410,577,20,30,100,25
1411,604,22,42,100,21
1412,599,22,48,100,22
1413,557,22,40,100,28
1414,592,21,38,100,21
1415,575,21,34,100,20
1416,566,18,47,100,26
1417,642,18,36,100,20
1418,579,22,34,100,27
1419,579,21,39,100,21
1420,594,20,31,100,26
1421,644,23,45,100,28
1422,582,23,46,100,25
1423,576,20,32,100,29
1424,577,18,34,100,23
1425,612,18,48,100,24
1426,566,22,49,100,27
1427,553,22,44,100,21
1428,584,20,31,100,27
1429,562,23,40,100,27
1430,630,20,47,100,26
1431,599,22,42,100,29
1432,600,21,48,100,26
1433,609,22,48,100,20
1434,627,22,37,100,22
1435,645,18,38,100,23
1436,571,18,39,100,28
1437,612,18,32,100,21
1438,577,20,38,100,20
1439,565,21,43,100,23
1440,620,23,30,100,22
1441,589,20,46,100,29
1442,599,20,39,100,27
1443,637,19,38,100,28
1444,649,20,38,100,20
1445,610,19,33,100,24
1446,616,23,32,100,24
1447,611,23,38,100,24
1448,643,20,43,100,24
1449,604,20,33,100,26
1450,616,19,36,100,24
1451,610,20,34,100,23
1452,592,18,49,100,21
1453,611,20,44,100,23
1454,630,21,34,100,29
1455,622,22,38,100,22
1456,642,18,40,100,21
1457,585,22,40,100,25
1458,636,18,43,100,25
1459,638,19,30,100,20
1460,577,18,44,100,23
1461,604,22,40,100,28
1462,641,21,46,100,27
1463,603,21,36,100,21
1464,610,19,33,100,20
1465,566,18,46,100,23
1466,609,23,44,100,29
1467,586,18,45,100,27
1468,649,23,41,100,28
1469,634,21,46,100,23
1470,584,21,39,100,25
1471,605,23,31,100,23
1472,594,20,30,100,25
1473,631,20,30,100,26
1474,585,19,45,100,21
1475,609,20,34,100,29
1476,582,23,31,100,20
1477,612,23,36,100,25
1478,621,22,45,100,29
1479,617,23,32,100,20
1480,561,21,33,100,29
1481,570,22,41,100,22
1482,566,22,42,100,25
1483,609,22,43,100,20
1484,592,19,37,100,29
1485,626,22,43,100,26
1486,605,18,48,100,21
1487,608,23,47,100,28
1488,635,18,38,100,22
1489,628,23,43,100,25
1490,628,22,43,100,29
1491,568,22,48,100,24
1492,566,21,45,100,27
1493,594,23,33,100,28
1494,565,19,35,100,27
1495,605,18,45,100,28
1496,614,19,47,100,28
1497,641,18,46,100,28
1498,609,20,47,100,26
1499,563,18,45,100,27
1500,647,18,30,100,28
1501,610,19,39,100,28
1502,619,21,45,100,23
1503,628,23,41,100,22
1504,551,19,36,100,24
1505,567,20,44,100,25
1506,572,22,42,100,24
1507,631,21,35,100,23
1508,571,21,35,100,25
1509,561,18,30,100,29
1510,633,23,47,100,23
1511,553,19,33,100,24
1512,637,22,33,100,25
1513,558,18,47,100,20
1514,597,22,48,100,25
1515,568,19,32,100,27
1516,563,18,31,100,27
1517,557,23,48,100,23
1518,648,23,49,100,24
1519,612,21,38,100,29
1520,646,20,40,100,24
1521,612,20,35,100,21
1522,606,19,41,100,25
1523,610,23,38,100,21
1524,617,22,34,100,29
1525,623,19,44,100,25
1526,637,23,30,100,20
1527,643,19,48,100,26
1528,592,22,47,100,25
1529,649,21,44,100,29
1530,603,18,45,100,23
1531,551,19,44,100,20
1532,554,18,37,100,26
1533,568,21,35,100,29
1534,601,23,39,100,25
1535,561,21,31,100,28
1536,550,22,41,100,29
1537,570,23,49,100,21
1538,636,18,33,100,23
1539,636,19,30,100,24
1540,573,23,31,100,21
1541,622,23,33,100,28
1542,596,21,43,100,29
1543,610,21,41,100,26
1544,595,21,42,100,20
1545,624,19,35,100,23
1546,630,22,35,100,25
1547,634,23,47,100,26
1548,591,20,45,100,28
1549,595,23,44,100,20
1550,552,21,39,100,23
1551,567,19,34,100,25
1552,583,19,43,100,29
1553,640,19,31,100,22
1554,619,18,49,100,24
1555,573,19,43,100,29
1556,578,20,40,100,26
1557,593,21,38,100,21
1558,556,18,36,100,29
1559,622,18,42,100,22
1560,634,23,43,100,22
1561,639,22,35,100,26
1562,556,23,43,100,21
1563,554,23,39,100,26
1564,637,22,40,100,20
1565,645,18,39,100,25
1566,636,23,43,100,26
1567,645,21,31,100,20
1568,565,19,45,100,23
1569,646,22,31,100,23
1570,600,19,46,100,20
1571,576,19,39,100,25
1572,566,18,38,100,23
1573,620,20,46,100,28
1574,579,18,44,100,27
1575,623,19,31,100,23
1576,558,22,32,100,28
1577,568,22,49,100,24
1578,603,18,44,100,29
1579,583,18,35,100,27
1580,637,19,38,100,29
1581,561,23,32,100,27
1582,646,19,33,100,23
1583,617,19,42,100,28
1584,598,18,39,100,27
1585,583,22,35,100,24
1586,611,18,49,100,21
1587,631,18,32,100,22
1588,571,20,49,100,21
1589,550,19,42,100,21
1590,592,18,38,100,23
1591,634,23,44,100,29
1592,576,20,41,100,22
1593,561,21,46,100,22
1594,643,18,37,100,24
1595,585,21,43,100,24
1596,649,18,38,100,21
1597,560,20,43,100,26
1598,562,18,41,100,26
1599,562,23,32,100,22
1600,642,23,36,100,20
1601,558,22,44,100,25
1602,607,18,31,100,26
1603,587,18,36,100,22
1604,564,20,41,100,26
1605,584,23,36,100,28
1606,581,23,37,100,25
1607,577,18,41,100,26
1608,640,22,34,100,29
1609,640,23,46,100,20
1610,561,21,48,100,25
1611,609,21,49,100,24
1612,567,20,43,100,24
1613,584,23,33,100,28
1614,570,18,46,100,28
1615,595,23,36,100,24
1616,558,19,39,100,21
1617,630,20,33,100,22
1618,609,21,35,100,21
1619,559,18,42,100,22
1620,647,23,44,100,23
1621,641,22,46,100,26
1622,606,18,43,100,26
1623,621,23,44,100,25
1624,646,23,32,100,23
1625,550,21,43,100,20
1626,592,20,46,100,25
1627,580,20,42,100,23
1628,582,21,43,100,21
1629,596,19,39,100,27
1630,646,19,35,100,21
1631,581,21,49,100,20
1632,595,20,37,100,23
1633,561,21,32,100,29
1634,613,18,39,100,20
1635,617,23,49,100,27
1636,630,22,33,100,25
1637,569,21,47,100,28
1638,577,20,36,100,21
1639,623,18,49,100,26
1640,618,21,31,100,20
1641,613,23,37,100,26
1642,580,18,49,100,21
1643,551,22,33,100,23
1644,636,23,46,100,22
1645,602,20,35,100,26
1646,633,20,41,100,28
1647,588,19,48,100,25
1648,558,20,40,100,22
1649,649,22,36,100,24
1650,552,23,47,100,29
1651,566,22,33,100,29
1652,636,20,49,100,24
1653,604,22,45,100,23
1654,627,23,38,100,27
1655,575,18,37,100,27
1656,603,23,31,100,23
1657,555,18,38,100,26
1658,640,19,35,100,20
1659,554,21,42,100,22
1660,570,21,41,100,24
1661,595,18,33,100,22
1662,599,19,33,100,29
1663,610,19,37,100,28
1664,637,20,32,100,23
1665,591,23,42,100,25
1666,565,21,49,100,22
1667,573,19,32,100,29
1668,599,18,41,100,22
1669,591,18,45,100,21
1670,643,19,44,100,26
1671,631,22,45,100,24
1672,582,20,31,100,28
1673,598,23,48,100,28
1674,642,19,32,100,29
1675,600,22,47,100,28
1676,635,23,36,100,25
1677,567,23,39,100,22
1678,601,23,34,100,24
1679,577,23,45,100,29
1680,625,20,32,100,29
1681,647,21,35,100,20
1682,645,19,35,100,26
1683,558,19,37,100,25
1684,574,20,48,100,29
1685,629,23,35,100,27
1686,605,21,47,100,26
1687,567,20,44,100,23
1688,590,22,32,100,28
1689,585,22,30,100,20
1690,589,22,42,100,22
1691,627,22,48,100,25
1692,568,23,41,100,27
1693,614,21,34,100,27
1694,575,22,42,100,21
1695,637,21,32,100,26
1696,565,19,39,100,21
1697,578,21,30,100,29
1698,614,21,32,100,21
1699,553,19,31,100,22
1700,645,20,37,100,29
1701,628,22,49,100,23
1702,577,19,41,100,28
1703,550,21,31,100,27
1704,620,22,43,100,27
1705,575,19,36,100,21
1706,554,21,35,100,24
1707,645,21,34,100,26
1708,585,18,47,100,21
1709,634,21,41,100,26
1710,642,22,44,100,27
1711,595,18,36,100,28
1712,608,22,38,100,25
1713,601,20,36,100,24
1714,583,21,36,100,21
1715,639,19,36,100,23
1716,614,23,37,100,24
1717,562,21,33,100,21
1718,558,23,30,100,29
1719,636,21,47,100,27
1720,646,22,32,100,26
1721,552,19,49,100,29
1722,592,18,42,100,27
1723,571,23,42,100,26
1724,594,21,36,100,24
1725,624,22,41,100,28
1726,557,21,45,100,23
1727,553,23,33,100,29
1728,573,21,42,100,29
1729,615,22,46,100,25
1730,644,21,34,100,28
1731,582,21,44,100,29
1732,552,22,30,100,26
1733,644,22,45,100,21
1734,551,18,38,100,20
1735,614,21,39,100,22
1736,635,22,38,100,23
1737,558,21,41,100,22
1738,608,20,33,100,29
1739,641,23,44,100,29
1740,553,22,37,100,27
1741,552,23,43,100,27
1742,644,21,47,100,24
1743,569,19,42,100,25
1744,588,23,41,100,26
1745,558,18,49,100,26
1746,585,23,43,100,23
1747,558,23,33,100,22
1748,577,21,44,100,22
1749,553,19,41,100,22
1750,576,21,35,100,28
1751,626,18,31,100,22
1752,617,23,37,100,20
1753,576,21,47,100,21
1754,573,23,47,100,27
1755,568,22,42,100,21
1756,621,21,41,100,22
1757,616,22,39,100,28
1758,631,23,45,100,21
1759,552,23,34,100,27
1760,636,18,39,100,28
1761,572,21,48,100,28
1762,618,18,30,100,23
1763,632,19,41,100,20
1764,637,19,33,100,25
1765,600,22,49,100,29
1766,569,18,30,100,25
1767,550,22,40,100,26
1768,579,22,43,100,26
1769,589,22,41,100,23
1770,556,19,41,100,27
1771,629,18,36,100,27
1772,559,22,37,100,20
1773,632,18,46,100,28
1774,647,20,31,100,22
1775,598,20,39,100,23
1776,596,18,46,100,20
1777,601,22,40,100,20
1778,569,23,33,100,27
1779,626,18,41,100,22
1780,576,23,47,100,24
1781,564,23,30,100,26
1782,559,23,47,100,20
1783,648,22,44,100,20
1784,616,20,42,100,28
1785,631,22,34,100,27
1786,635,18,31,100,26
1787,581,21,42,100,29
1788,594,19,34,100,20
1789,634,18,33,100,27
1790,608,19,45,100,20
1791,604,18,48,100,22
1792,559,22,35,100,20
1793,551,22,30,100,25
1794,630,18,33,100,22
1795,560,21,41,100,24
1796,582,18,35,100,23
1797,641,20,34,100,20
1798,578,18,42,100,21
1799,607,22,45,100,28
1800,615,23,37,100,28
1801,624,21,40,100,21
1802,603,21,47,100,27
1803,598,18,43,100,27
1804,566,21,37,100,21
1805,614,23,34,100,28
1806,623,21,35,100,22
1807,551,23,33,100,25
1808,606,23,43,100,29
1809,603,22,49,100,25
1810,622,22,45,100,23
1811,646,23,39,100,29
1812,632,23,42,100,26
1813,585,23,31,100,21
1814,624,19,30,100,25
1815,635,23,48,100,23
1816,574,22,32,100,28
1817,637,18,35,100,21
1818,646,22,38,100,23
1819,645,23,37,100,25
1820,647,19,30,100,23
1821,624,18,36,100,24
1822,644,23,39,100,24
1823,609,18,44,100,21
1824,559,19,39,100,24
1825,594,19,33,100,29
1826,615,21,45,100,24
1827,644,19,30,100,23
1828,590,21,41,100,22
1829,593,19,36,100,24
1830,606,23,41,100,20
1831,563,20,34,100,20
1832,550,18,40,100,29
1833,645,22,39,100,25
1834,622,23,40,100,23
1835,612,22,33,100,25
1836,629,21,40,100,27
1837,552,18,38,100,24
1838,592,23,31,100,24
1839,558,23,46,100,23
1840,562,21,49,100,28
1841,551,18,35,100,20
1842,633,23,46,100,22
1843,613,18,46,100,23
1844,623,18,32,100,29
1845,577,20,49,100,25
1846,611,22,48,100,24
1847,614,23,37,100,21
1848,575,21,31,100,20
1849,640,19,48,100,29
1850,614,22,32,100,22
1851,638,23,44,100,28
1852,563,23,35,100,24
1853,599,20,36,100,29
1854,589,21,48,100,29
1855,574,20,33,100,20
1856,628,22,35,100,27
1857,597,21,47,100,28
1858,629,18,30,100,21
1859,627,20,37,100,20
1860,619,20,46,100,23
1861,586,20,40,100,22
1862,624,19,45,100,27
1863,563,19,39,100,20
1864,617,20,49,100,22
1865,569,18,35,100,28
1866,561,19,45,100,28
1867,554,18,43,100,20
1868,619,19,31,100,27
1869,560,22,46,100,28
1870,602,18,30,100,25
1871,552,20,45,100,28
1872,637,23,34,100,27
1873,551,21,33,100,25
1874,592,21,41,100,26
1875,606,19,34,100,26
1876,621,21,38,100,28
1877,630,18,30,100,28
1878,628,21,48,100,20
1879,577,23,35,100,26
1880,567,19,37,100,20
1881,554,19,44,100,29
1882,599,20,42,100,24
1883,566,21,38,100,26
1884,581,22,34,100,20
1885,550,22,39,100,23
1886,562,21,42,100,20
1887,591,20,46,100,22
1888,615,23,48,100,28
1889,649,20,30,100,27
1890,561,18,31,100,20
1891,589,18,30,100,28
1892,551,19,42,100,20
1893,580,21,31,100,22
1894,633,18,32,100,27
1895,586,19,45,100,27
1896,626,18,33,100,26
1897,591,19,34,100,23
1898,620,20,39,100,24
1899,624,18,43,100,22
1900,614,22,36,100,25
1901,608,22,34,100,28
1902,611,18,34,100,21
1903,573,18,45,100,27
1904,578,23,42,100,21
1905,617,21,46,100,28
1906,642,22,33,100,25
1907,551,21,39,100,26
1908,598,21,31,100,22
1909,600,19,37,100,27
1910,638,19,46,100,28
1911,635,19,40,100,27
1912,558,18,44,100,20
1913,634,19,41,100,25
1914,566,18,40,100,29
1915,593,18,32,100,21
1916,580,20,32,100,28
1917,581,23,30,100,25
1918,559,22,39,100,22
1919,643,19,34,100,27
1920,612,20,34,100,29
1921,622,18,33,100,27
1922,638,18,45,100,21
1923,584,18,44,100,26
1924,631,21,36,100,27
1925,633,19,42,100,26
1926,601,21,37,100,24
1927,611,22,37,100,24
1928,647,22,33,100,22
1929,621,21,30,100,21
1930,647,19,33,100,29
1931,646,20,30,100,25
1932,635,21,42,100,29
1933,633,19,30,100,20
1934,576,22,49,100,22
1935,594,18,46,100,21
1936,638,20,42,100,27
1937,567,20,33,100,21
1938,620,20,49,100,24
1939,578,18,37,100,26
1940,583,21,38,100,25
1941,641,21,48,100,22
1942,608,21,39,100,24
1943,562,20,43,100,20
1944,552,21,30,100,25
1945,564,20,42,100,28
1946,562,19,48,100,20
1947,628,23,42,100,29
1948,631,20,31,100,27
1949,607,23,33,100,28
1950,568,23,30,100,26
1951,551,21,34,100,21
1952,645,23,32,100,23
1953,557,21,38,100,27
1954,630,21,35,100,27
1955,590,21,41,100,23
1956,592,21,48,100,22
1957,634,20,45,100,27
1958,560,20,41,100,29
1959,553,23,39,100,21
1960,569,20,41,100,21
1961,551,22,42,100,24
1962,625,20,32,100,29
1963,554,22,30,100,20
1964,586,22,40,100,27
1965,611,19,42,100,26
1966,591,21,32,100,23
1967,574,18,46,100,20
1968,553,21,47,100,28
1969,602,19,36,100,24
1970,558,23,47,100,21
1971,552,19,44,100,29
1972,591,23,32,100,29
1973,645,20,43,100,23
1974,555,21,46,100,23
1975,626,22,40,100,27
1976,595,19,42,100,20
1977,628,22,45,100,22
1978,613,21,45,100,24
1979,635,22,49,100,26
1980,606,18,32,100,21
1981,613,23,36,100,23
1982,592,19,34,100,26
1983,622,23,33,100,23
1984,620,22,39,100,24
1985,614,21,41,100,23
1986,632,22,35,100,28
1987,597,23,40,100,25
1988,578,23,39,100,25
1989,574,18,35,100,22
1990,621,23,35,100,27
1991,578,20,49,100,21
1992,554,20,31,100,24
1993,618,18,38,100,24
1994,630,21,34,100,29
1995,591,20,33,100,28
1996,612,19,44,100,26
1997,623,18,40,100,22
1998,617,23,45,100,23
1999,647,22,44,100,28
2000,606,20,31,100,23
2001,630,20,32,100,29
2002,606,19,39,100,29
2003,572,23,48,100,21
2004,569,21,46,100,22
2005,589,19,30,100,20
2006,592,22,42,100,29
2007,604,20,43,100,29
2008,634,18,45,100,20
2009,559,18,34,100,20
2010,565,19,41,100,23
2011,550,19,44,100,21
2012,567,20,44,100,22
2013,573,18,37,100,23
2014,591,19,45,100,22
2015,577,19,35,100,23
2016,613,21,42,100,25
2017,609,21,49,100,28
2018,591,18,48,100,22
2019,587,19,49,100,20
2020,603,23,36,100,20
2021,644,23,38,100,21
2022,566,18,45,100,25
2023,558,20,38,100,29
2024,631,21,30,100,29
2025,572,21,30,100,25
2026,571,18,47,100,22
2027,573,19,44,100,25
2028,618,21,36,100,25
2029,606,21,31,100,21
2030,552,18,36,100,29
2031,597,18,31,100,27
2032,635,23,44,100,26
2033,603,19,48,100,20
2034,633,20,31,100,25
2035,613,21,40,100,28
2036,577,21,47,100,26
2037,588,22,49,100,23
2038,649,19,30,100,22
2039,625,23,32,100,28
2040,607,20,46,100,23
2041,574,21,49,100,28
2042,560,23,46,100,23
2043,631,22,48,100,22
2044,607,22,38,100,23
2045,585,23,32,100,27
2046,625,21,49,100,26
2047,640,22,47,100,22
2048,580,22,46,100,28
2049,631,23,47,100,27
2050,637,23,46,100,20
2051,615,18,46,100,23
2052,616,21,30,100,20
2053,557,21,38,100,24
2054,585,21,42,100,27
2055,563,21,46,100,20
2056,638,22,31,100,21
2057,603,23,43,100,28
2058,564,22,46,100,23
2059,557,20,36,100,29
2060,615,19,39,100,25
2061,621,20,31,100,27
2062,649,18,49,100,24
2063,579,18,36,100,26
2064,642,18,36,100,25
2065,640,22,40,100,23
2066,605,23,32,100,24
2067,626,21,35,100,22
2068,575,22,41,100,24
2069,627,20,45,100,20
2070,617,20,45,100,22
2071,628,18,40,100,29
2072,624,18,38,100,22
2073,634,21,33,100,20
2074,585,20,43,100,26
2075,572,18,46,100,28
2076,636,22,32,100,23
2077,623,18,33,100,20
2078,618,21,37,100,28
2079,563,22,43,100,25
2080,641,20,30,100,24
2081,632,21,32,100,20
2082,628,22,42,100,20
2083,632,23,33,100,20
2084,576,23,39,100,25
2085,647,23,47,100,27
2086,608,23,43,100,24
2087,619,22,31,100,25
2088,586,21,47,100,28
2089,632,23,37,100,20
2090,623,20,38,100,28
2091,606,23,49,100,29
2092,629,22,47,100,21
