,Temperatura_horno [°C],Peso_total_fusion [T],Energia [kWh],Tiempo_total_fusion [h],Consumo_combustible [kWh]
991,1555,35,7565,35,388
992,1510,33,7669,30,399
993,1563,35,7522,46,398
994,1562,35,7559,38,389
995,1595,34,7587,30,398
996,1542,33,7664,30,392
997,1519,35,7572,34,392
998,1588,35,7597,46,383
999,1596,34,7584,29,381
1000,1515,32,7613,30,395
1001,1561,35,7566,33,398
1002,1595,34,7656,25,384
1003,1581,35,7519,35,386
1004,1555,35,7523,26,385
1005,1564,33,7662,36,399
1006,1510,32,7691,41,381
1007,1510,33,7620,39,382
1008,1519,35,7597,32,393
1009,1574,32,7569,30,396
1010,1564,32,7568,39,380
1011,1563,35,7646,44,380
1012,1504,32,7549,25,388
1013,1514,33,7522,39,395
1014,1508,32,7614,26,385
1015,1534,34,7666,46,394
1016,1560,34,7592,45,386
1017,1532,33,7625,24,388
1018,1503,35,7616,46,395
1019,1581,34,7526,31,395
1020,1563,33,7643,41,397
1021,1505,33,7605,35,388
1022,1519,35,7666,32,384
1023,1501,32,7539,33,381
1024,1548,34,7561,42,391
1025,1509,32,7673,41,395
1026,1596,32,7591,42,384
1027,1536,32,7610,32,383
1028,1549,35,7595,37,399
1029,1565,32,7525,34,385
1030,1567,33,7579,40,388
1031,1533,32,7526,44,386
1032,1557,35,7650,30,395
1033,1569,33,7591,37,386
1034,1566,35,7626,31,380
1035,1574,32,7533,29,382
1036,1546,35,7597,35,393
1037,1538,32,7662,27,394
1038,1512,32,7660,26,387
1039,1551,35,7583,26,397
1040,1548,32,7617,26,383
1041,1567,32,7521,27,399
1042,1556,32,7626,35,383
1043,1535,32,7653,41,385
1044,1541,35,7645,37,396
1045,1556,33,7567,29,398
1046,1566,32,7653,40,390
1047,1587,32,7695,45,392
1048,1512,33,7543,35,383
1049,1584,33,7501,36,386
1050,1599,34,7558,44,393
1051,1595,32,7559,39,386
1052,1561,34,7518,43,387
1053,1566,32,7695,26,398
1054,1509,32,7619,34,391
1055,1539,33,7678,42,389
1056,1592,35,7647,40,394
1057,1523,33,7590,44,392
1058,1594,34,7523,40,396
1059,1527,35,7517,29,398
1060,1542,35,7654,47,387
1061,1592,35,7650,47,387
1062,1521,34,7690,35,398
1063,1594,35,7641,24,380
1064,1515,33,7614,44,382
1065,1546,33,7593,31,382
1066,1585,35,7621,38,388
1067,1561,34,7501,32,380
1068,1532,35,7553,46,382
1069,1510,34,7589,37,391
1070,1538,35,7643,45,391
1071,1581,33,7669,38,385
1072,1594,35,7579,28,398
1073,1529,35,7688,36,393
1074,1545,32,7645,39,394
1075,1514,33,7689,39,395
1076,1584,35,7549,38,389
1077,1571,32,7651,42,389
1078,1558,32,7644,45,392
1079,1528,35,7511,30,398
1080,1578,32,7660,43,391
1081,1528,33,7562,47,385
1082,1506,34,7523,31,384
1083,1539,32,7643,39,396
1084,1526,34,7514,33,385
1085,1519,35,7567,37,386
1086,1558,35,7645,44,394
1087,1506,33,7646,45,394
1088,1557,34,7650,44,388
1089,1556,35,7662,27,380
1090,1500,34,7547,43,389
1091,1507,34,7682,24,396
1092,1521,35,7590,25,382
1093,1566,33,7624,24,397
1094,1525,32,7520,46,386
1095,1595,35,7655,43,382
1096,1533,34,7674,37,396
1097,1559,34,7598,25,386
1098,1530,33,7621,30,399
1099,1503,34,7684,27,398
1100,1516,34,7573,25,380
1101,1502,33,7599,39,389
1102,1552,32,7680,36,385
1103,1535,34,7602,45,385
1104,1510,32,7548,42,395
1105,1583,33,7576,24,397
1106,1570,34,7557,29,382
1107,1533,32,7587,45,392
1108,1517,33,7646,47,398
1109,1587,33,7517,44,396
1110,1564,32,7529,42,385
1111,1567,32,7605,45,395
1112,1595,35,7510,32,387
1113,1582,33,7651,42,397
1114,1554,34,7596,37,396
1115,1598,33,7640,27,395
1116,1522,35,7599,30,389
1117,1568,32,7543,31,394
1118,1514,34,7666,24,388
1119,1555,34,7557,24,383
1120,1583,35,7596,29,398
1121,1558,33,7603,35,399
1122,1547,35,7679,35,392
1123,1591,34,7572,33,380
1124,1562,34,7683,29,398
1125,1589,34,7586,27,383
1126,1558,34,7533,32,390
1127,1568,34,7531,34,384
1128,1523,35,7536,45,388
1129,1545,33,7518,27,393
1130,1500,34,7520,43,397
1131,1583,34,7574,42,395
1132,1502,35,7597,47,390
1133,1560,33,7584,29,398
1134,1581,34,7598,33,385
1135,1501,34,7559,26,382
1136,1551,32,7558,38,392
1137,1521,34,7639,32,394
1138,1525,34,7663,35,393
1139,1577,32,7628,42,380
1140,1523,34,7663,30,394
1141,1518,35,7536,37,394
1142,1592,35,7606,34,387
1143,1535,32,7536,47,384
1144,1539,35,7593,40,399
1145,1507,32,7583,43,392
1146,1579,35,7504,39,391
1147,1552,33,7659,42,380
1148,1524,32,7675,41,399
1149,1502,35,7614,37,395
1150,1592,35,7507,37,382
1151,1570,35,7626,31,393
1152,1572,33,7548,27,381
1153,1599,32,7670,30,399
1154,1568,35,7520,45,399
1155,1566,32,7508,41,392
1156,1528,34,7524,36,382
1157,1539,32,7536,30,388
1158,1577,33,7644,32,389
1159,1555,32,7672,40,386
1160,1584,32,7579,36,391
1161,1588,32,7697,41,399
1162,1588,32,7521,33,383
1163,1507,34,7502,28,387
1164,1565,35,7683,46,385
1165,1520,33,7630,41,398
1166,1582,34,7685,33,397
1167,1592,34,7689,44,389
1168,1551,35,7541,35,398
1169,1583,33,7587,40,399
1170,1503,34,7662,41,396
1171,1543,34,7553,32,391
1172,1573,33,7516,44,393
1173,1570,34,7628,46,395
1174,1504,35,7510,25,382
1175,1544,34,7546,44,397
1176,1577,32,7572,38,383
1177,1558,32,7501,30,395
1178,1521,34,7636,30,385
1179,1519,35,7504,46,398
1180,1561,32,7659,39,389
1181,1565,35,7647,43,390
1182,1569,34,7526,42,392
1183,1533,32,7695,36,390
1184,1505,33,7620,45,388
1185,1561,35,7608,34,387
1186,1520,33,7515,40,395
1187,1551,34,7585,45,389
1188,1599,35,7576,24,397
1189,1501,33,7507,33,385
1190,1548,33,7522,24,383
1191,1578,32,7577,42,395
1192,1599,32,7699,37,380
1193,1588,34,7601,31,392
1194,1513,32,7602,35,392
1195,1543,33,7531,41,388
1196,1502,33,7691,29,383
1197,1551,35,7520,35,383
1198,1555,32,7639,33,380
1199,1502,33,7578,27,391
1200,1570,32,7627,31,396
1201,1567,32,7672,24,385
1202,1537,34,7549,41,397
1203,1540,33,7504,28,394
1204,1503,35,7620,47,391
1205,1538,34,7562,32,397
1206,1513,32,7664,42,398
1207,1564,35,7558,31,393
1208,1528,33,7529,44,388
1209,1531,34,7579,46,395
1210,1508,32,7574,44,382
1211,1513,34,7556,40,397
1212,1507,34,7673,43,385
1213,1527,34,7645,46,386
1214,1506,35,7561,45,390
1215,1569,32,7677,33,399
1216,1538,32,7664,33,393
1217,1523,35,7653,46,386
1218,1512,33,7678,24,391
1219,1531,32,7559,38,384
1220,1560,35,7655,34,393
1221,1575,32,7679,32,396
1222,1583,34,7648,43,380
1223,1568,34,7680,40,388
1224,1576,35,7552,47,394
1225,1576,33,7664,29,383
1226,1555,34,7575,35,398
1227,1572,33,7524,36,399
1228,1517,33,7670,38,380
1229,1566,32,7537,40,387
1230,1530,32,7662,41,387
1231,1546,34,7574,34,399
1232,1567,34,7681,39,395
1233,1572,34,7501,32,396
1234,1548,33,7519,40,394
1235,1509,32,7633,25,383
1236,1595,35,7585,31,386
1237,1512,32,7656,27,392
1238,1502,34,7607,27,398
1239,1517,35,7566,26,399
1240,1597,32,7584,35,385
1241,1532,35,7667,47,383
1242,1525,34,7641,44,381
1243,1505,32,7585,31,396
1244,1575,34,7507,37,389
1245,1582,32,7613,35,389
1246,1576,34,7540,41,390
1247,1519,35,7638,44,388
1248,1520,33,7652,28,381
1249,1565,34,7616,37,397
1250,1546,35,7586,30,387
1251,1510,34,7649,31,398
1252,1567,33,7627,32,399
1253,1532,33,7602,25,397
1254,1583,33,7539,27,382
1255,1539,33,7636,39,399
1256,1535,34,7568,24,386
1257,1594,35,7645,37,392
1258,1563,34,7658,42,382
1259,1585,33,7586,24,389
1260,1596,33,7644,25,396
1261,1572,35,7540,35,383
1262,1531,35,7538,42,394
1263,1542,33,7597,26,397
1264,1578,32,7605,26,380
1265,1532,33,7651,35,394
1266,1506,32,7547,26,392
1267,1586,34,7574,25,399
1268,1506,34,7662,39,388
1269,1511,34,7646,24,399
1270,1536,32,7613,39,389
1271,1535,33,7598,46,387
1272,1581,35,7585,26,380
1273,1583,35,7567,46,398
1274,1526,32,7555,42,388
1275,1537,32,7648,31,384
1276,1510,34,7682,43,399
1277,1505,34,7512,27,380
1278,1530,34,7649,24,386
1279,1544,32,7684,38,384
1280,1562,33,7571,30,392
1281,1537,32,7585,33,389
1282,1577,35,7647,36,385
1283,1584,33,7596,39,398
1284,1576,32,7651,47,396
1285,1574,34,7510,35,398
1286,1562,32,7696,24,392
1287,1557,35,7569,29,381
1288,1504,35,7621,33,384
1289,1598,33,7569,47,380
1290,1581,33,7585,40,385
1291,1526,33,7501,33,392
1292,1507,32,7657,40,396
1293,1571,32,7623,32,395
1294,1571,34,7695,47,399
1295,1593,33,7661,47,389
1296,1596,33,7614,24,390
1297,1545,32,7691,42,391
1298,1569,33,7578,31,392
1299,1526,35,7552,42,386
1300,1532,32,7560,24,380
1301,1566,32,7559,32,386
1302,1556,33,7574,43,380
1303,1534,35,7682,25,394
1304,1510,33,7505,31,390
1305,1594,33,7571,30,384
1306,1517,35,7698,44,390
1307,1558,32,7661,37,382
1308,1559,32,7515,34,388
1309,1515,33,7664,29,390
1310,1529,33,7522,33,399
1311,1541,33,7556,30,381
1312,1527,32,7616,28,395
1313,1531,33,7626,33,387
1314,1519,32,7509,27,380
1315,1505,32,7676,47,393
1316,1524,32,7641,36,391
1317,1588,32,7676,27,384
1318,1512,33,7689,32,387
1319,1509,33,7663,27,390
1320,1590,35,7515,28,384
1321,1587,33,7694,31,383
1322,1562,33,7667,43,386
1323,1577,33,7658,47,384
1324,1509,33,7656,46,399
1325,1566,32,7656,46,397
1326,1514,33,7506,43,390
1327,1536,35,7583,43,398
1328,1547,32,7555,33,383
1329,1541,33,7504,32,399
1330,1506,34,7571,25,384
1331,1567,34,7662,28,392
1332,1506,33,7527,28,398
1333,1511,33,7606,47,385
1334,1526,34,7528,25,390
1335,1534,34,7667,47,398
1336,1508,33,7651,36,398
1337,1571,33,7586,44,383
1338,1517,34,7696,29,382
1339,1564,32,7579,47,393
1340,1561,34,7660,47,389
1341,1590,32,7563,24,387
1342,1581,34,7573,38,397
1343,1591,33,7611,24,392
1344,1566,35,7661,41,399
1345,1574,33,7579,32,387
1346,1588,33,7591,47,386
1347,1519,32,7521,40,382
1348,1540,34,7540,35,389
1349,1554,33,7696,29,380
1350,1506,32,7555,33,387
1351,1597,32,7547,25,387
1352,1599,34,7619,45,383
1353,1589,34,7548,27,385
1354,1558,32,7507,40,380
1355,1574,34,7631,25,380
1356,1504,35,7532,39,388
1357,1504,35,7655,33,395
1358,1517,32,7501,40,381
1359,1501,34,7564,27,382
1360,1529,34,7568,44,397
1361,1531,34,7674,43,391
1362,1576,34,7684,25,385
1363,1550,33,7614,39,380
1364,1542,32,7598,39,399
1365,1545,34,7543,30,393
1366,1576,35,7521,27,389
1367,1581,34,7645,42,390
1368,1540,35,7540,45,398
1369,1550,33,7686,34,389
1370,1508,35,7544,42,399
1371,1585,32,7676,34,384
1372,1550,34,7695,44,388
1373,1550,32,7647,29,384
1374,1501,35,7544,37,395
1375,1567,32,7574,37,393
1376,1512,34,7574,44,383
1377,1505,32,7517,40,383
1378,1535,35,7657,47,393
1379,1589,34,7588,45,391
1380,1564,35,7581,29,397
1381,1581,33,7677,28,393
1382,1559,32,7594,36,394
1383,1560,32,7666,26,382
1384,1513,35,7563,47,388
1385,1564,33,7530,35,392
1386,1517,35,7561,38,390
1387,1560,33,7526,39,380
1388,1527,33,7594,37,388
1389,1588,32,7569,38,389
1390,1546,33,7516,25,382
1391,1514,35,7504,34,386
1392,1564,33,7533,25,393
1393,1589,35,7570,41,386
1394,1534,32,7617,24,393
1395,1589,34,7521,35,382
1396,1537,33,7550,47,383
1397,1504,32,7685,31,386
1398,1516,35,7566,41,389
1399,1502,33,7614,45,382
1400,1515,35,7611,32,385
1401,1573,35,7574,36,388
1402,1514,33,7566,29,389
1403,1511,33,7651,45,399
1404,1530,32,7602,42,383
1405,1531,32,7653,32,397
1406,1568,35,7684,41,392
1407,1548,32,7560,47,390
1408,1543,34,7645,28,392
1409,1577,35,7508,39,392
1410,1503,35,7539,40,383
1411,1590,33,7626,40,398
1412,1575,35,7655,38,385
1413,1527,33,7543,33,398
1414,1559,33,7543,42,395
1415,1501,33,7691,43,399
1416,1551,32,7630,39,398
1417,1585,35,7602,46,394
1418,1591,32,7674,32,395
1419,1527,35,7578,32,393
1420,1593,35,7510,37,382
1421,1588,34,7620,25,390
1422,1592,34,7679,38,388
1423,1531,34,7641,40,390
1424,1562,32,7522,36,387
1425,1538,35,7547,44,397
1426,1528,34,7562,46,382
1427,1511,35,7630,44,380
1428,1551,35,7593,44,392
1429,1569,33,7567,37,397
1430,1512,35,7522,42,397
1431,1514,34,7520,27,382
1432,1583,35,7578,30,380
1433,1593,34,7651,46,397
1434,1504,32,7565,36,396
1435,1516,33,7507,35,384
1436,1531,33,7646,34,392
1437,1535,34,7667,36,398
1438,1554,35,7542,41,382
1439,1598,33,7605,35,396
1440,1557,34,7525,38,386
1441,1521,35,7607,30,389
1442,1585,32,7524,31,383
1443,1590,33,7562,29,381
1444,1591,33,7610,38,389
1445,1582,34,7641,31,395
1446,1505,33,7571,40,382
1447,1511,32,7682,45,393
1448,1549,33,7681,30,382
1449,1573,35,7627,47,390
1450,1527,32,7548,31,387
1451,1591,34,7607,27,386
1452,1582,32,7670,45,381
1453,1549,35,7561,26,394
1454,1581,34,7664,33,389
1455,1553,33,7625,34,396
1456,1573,35,7541,39,380
1457,1541,33,7504,36,399
1458,1581,34,7535,38,381
1459,1520,34,7577,44,395
1460,1502,34,7697,25,390
1461,1511,35,7535,28,392
1462,1513,32,7631,31,394
1463,1511,35,7655,43,387
1464,1535,32,7580,24,398
1465,1559,34,7567,25,390
1466,1533,34,7550,38,397
1467,1591,35,7512,32,389
1468,1534,34,7664,41,380
1469,1546,34,7508,36,397
1470,1530,32,7559,43,384
1471,1571,35,7597,35,394
1472,1592,32,7605,28,398
1473,1534,34,7604,34,384
1474,1529,35,7511,42,398
1475,1563,33,7622,32,384
1476,1587,32,7586,27,392
1477,1564,33,7619,37,381
1478,1551,34,7618,34,380
1479,1560,34,7663,43,388
1480,1566,32,7553,25,390
1481,1567,34,7570,45,396
1482,1555,32,7677,36,388
1483,1522,33,7552,34,395
1484,1559,33,7514,34,390
1485,1594,34,7629,43,390
1486,1518,33,7564,38,393
1487,1537,33,7510,42,382
1488,1523,32,7577,37,389
1489,1552,32,7582,32,394
1490,1581,32,7630,35,381
1491,1573,34,7569,40,383
1492,1537,33,7597,25,390
1493,1575,34,7639,44,397
1494,1556,33,7669,29,381
1495,1552,32,7658,46,389
1496,1549,35,7537,42,388
1497,1521,32,7688,38,394
1498,1528,33,7527,40,383
1499,1512,35,7582,39,397
1500,1544,34,7590,40,394
1501,1568,33,7689,35,382
1502,1510,35,7559,40,395
1503,1504,33,7525,36,396
1504,1504,32,7622,30,386
1505,1522,34,7574,32,395
1506,1589,35,7633,32,399
1507,1553,34,7537,33,384
1508,1553,33,7621,35,385
1509,1568,35,7548,32,383
1510,1597,35,7501,37,391
1511,1561,34,7673,25,399
1512,1566,32,7529,26,399
1513,1537,32,7663,29,385
1514,1534,32,7526,39,394
1515,1513,35,7677,40,391
1516,1540,34,7591,33,390
1517,1538,33,7579,28,385
1518,1571,34,7522,35,382
1519,1580,34,7683,36,386
1520,1529,35,7545,24,389
1521,1589,33,7591,47,388
1522,1591,34,7529,44,382
1523,1566,35,7539,38,396
1524,1530,32,7623,39,384
1525,1538,34,7601,35,399
1526,1540,34,7569,36,393
1527,1523,33,7637,37,386
1528,1578,34,7678,26,381
1529,1598,32,7552,27,388
1530,1569,33,7599,35,396
1531,1573,34,7587,46,381
1532,1547,32,7558,38,397
1533,1526,32,7522,31,391
1534,1525,34,7546,28,386
1535,1599,34,7633,31,389
1536,1507,35,7581,36,396
1537,1569,34,7666,45,397
1538,1511,33,7643,26,387
1539,1558,33,7590,28,383
1540,1594,34,7675,28,390
1541,1587,32,7646,33,392
1542,1510,32,7528,28,385
1543,1578,34,7607,26,393
1544,1544,32,7553,46,395
1545,1512,35,7619,36,382
1546,1524,32,7532,41,380
1547,1577,33,7649,47,392
1548,1545,34,7572,29,391
1549,1552,35,7545,41,394
1550,1573,32,7621,47,382
1551,1509,35,7608,26,381
1552,1520,32,7686,39,385
1553,1560,33,7560,47,399
1554,1579,32,7519,37,389
1555,1548,33,7569,34,390
1556,1550,35,7520,34,384
1557,1587,34,7584,35,388
1558,1526,32,7672,35,382
1559,1532,34,7569,24,380
1560,1535,33,7657,43,390
1561,1573,32,7537,38,394
1562,1558,32,7569,25,398
1563,1572,35,7595,42,381
1564,1517,34,7602,25,386
1565,1518,34,7571,39,381
1566,1563,35,7570,41,398
1567,1571,32,7596,42,393
1568,1521,34,7566,29,398
1569,1599,34,7557,30,395
1570,1519,32,7532,26,396
1571,1542,32,7549,46,384
1572,1542,34,7697,40,380
1573,1541,34,7625,28,390
1574,1591,33,7646,37,392
1575,1531,33,7650,26,394
1576,1587,33,7517,36,386
1577,1514,35,7660,31,385
1578,1595,35,7653,35,389
1579,1511,35,7664,24,381
1580,1575,35,7545,39,383
1581,1554,35,7698,32,393
1582,1534,32,7509,29,398
1583,1590,35,7631,34,392
1584,1542,32,7563,44,389
1585,1529,33,7684,25,384
1586,1507,34,7606,29,392
1587,1577,34,7526,38,382
1588,1565,33,7567,33,396
1589,1567,32,7667,38,387
1590,1523,35,7628,45,383
1591,1528,34,7530,26,380
1592,1528,34,7678,30,395
1593,1537,32,7611,43,390
1594,1576,33,7571,44,394
1595,1584,35,7694,42,394
1596,1526,34,7598,28,397
1597,1548,34,7536,41,393
1598,1599,35,7502,33,386
1599,1513,35,7681,36,383
1600,1532,32,7542,24,398
1601,1583,33,7507,35,381
1602,1554,35,7594,28,394
1603,1586,34,7532,31,391
1604,1552,33,7533,47,394
1605,1546,33,7645,45,389
1606,1558,34,7602,42,392
1607,1505,34,7620,26,397
1608,1571,35,7623,31,397
1609,1550,32,7595,38,391
1610,1575,32,7518,43,386
1611,1541,32,7661,29,391
1612,1572,32,7670,36,383
1613,1585,35,7608,32,380
1614,1527,35,7530,25,393
1615,1518,35,7643,40,382
1616,1519,35,7631,39,391
1617,1591,32,7575,29,394
1618,1517,33,7626,32,383
1619,1522,32,7645,25,399
1620,1524,35,7681,37,394
1621,1549,33,7699,34,386
1622,1591,35,7689,25,380
1623,1540,35,7619,36,381
1624,1543,34,7620,24,389
1625,1542,32,7650,28,382
1626,1551,33,7611,42,397
1627,1588,33,7600,36,387
1628,1513,34,7520,44,398
1629,1506,33,7574,41,389
1630,1586,32,7504,41,389
1631,1503,33,7514,44,395
1632,1555,33,7668,32,382
1633,1512,32,7659,40,380
1634,1561,32,7607,33,397
1635,1551,35,7542,31,390
1636,1541,33,7510,24,380
1637,1504,32,7645,37,382
1638,1536,34,7534,37,385
1639,1564,33,7602,40,397
1640,1575,34,7572,27,394
1641,1503,34,7643,47,384
1642,1598,34,7539,40,384
1643,1506,34,7517,25,397
1644,1594,35,7632,30,384
1645,1575,32,7509,42,387
1646,1568,32,7665,34,396
1647,1533,35,7546,41,391
1648,1535,33,7664,26,382
1649,1590,33,7528,32,399
1650,1505,33,7553,46,390
1651,1516,35,7506,37,398
1652,1544,34,7560,38,395
1653,1587,32,7665,25,380
1654,1585,35,7629,43,396
1655,1557,35,7513,43,396
1656,1513,32,7578,36,399
1657,1505,32,7670,34,393
1658,1538,35,7516,37,383
1659,1572,35,7608,29,395
1660,1570,32,7687,32,384
1661,1512,32,7579,35,394
1662,1540,35,7513,35,385
1663,1582,34,7577,42,397
1664,1545,33,7567,29,387
1665,1532,34,7606,34,383
1666,1565,32,7648,45,382
1667,1504,34,7628,39,390
1668,1591,34,7521,34,398
1669,1501,35,7529,36,388
1670,1514,33,7694,36,380
1671,1548,35,7577,34,398
1672,1538,33,7570,45,395
1673,1528,35,7545,26,388
1674,1518,33,7687,37,388
1675,1502,32,7525,24,394
1676,1587,34,7538,45,397
1677,1541,34,7561,47,399
1678,1572,33,7602,36,386
1679,1536,32,7518,47,387
1680,1510,33,7639,42,383
1681,1526,35,7604,27,398
1682,1597,35,7645,30,393
1683,1523,32,7540,25,396
1684,1584,32,7541,26,385
1685,1569,32,7511,36,398
1686,1560,34,7533,34,388
1687,1552,32,7508,34,393
1688,1526,33,7520,30,391
1689,1555,33,7534,25,387
1690,1512,32,7614,35,398
1691,1508,33,7605,29,397
1692,1530,33,7678,36,392
1693,1516,34,7544,45,394
1694,1506,35,7625,26,386
1695,1586,34,7537,45,392
1696,1525,32,7686,28,385
1697,1581,32,7618,39,387
1698,1577,32,7614,25,397
1699,1513,33,7566,41,397
1700,1542,33,7608,47,387
1701,1511,35,7541,47,385
1702,1577,34,7545,47,389
1703,1506,34,7670,40,396
1704,1504,33,7554,26,384
1705,1552,32,7685,25,388
1706,1580,33,7538,24,393
1707,1515,33,7504,36,394
1708,1507,33,7677,29,380
1709,1523,33,7605,25,383
1710,1531,35,7642,37,380
1711,1582,33,7616,37,385
1712,1537,34,7504,30,388
1713,1588,35,7613,46,382
1714,1505,34,7607,44,380
1715,1524,32,7619,30,396
1716,1585,35,7590,32,390
1717,1554,35,7538,36,380
1718,1583,32,7592,36,390
1719,1511,33,7526,47,398
1720,1522,33,7548,26,398
1721,1597,34,7679,36,384
1722,1568,35,7645,26,383
1723,1525,34,7541,32,384
1724,1592,35,7673,47,393
1725,1554,34,7532,29,393
1726,1514,35,7597,24,380
1727,1510,32,7685,32,395
1728,1512,34,7649,43,380
1729,1554,35,7623,41,382
1730,1561,34,7564,26,382
1731,1568,32,7582,31,391
1732,1550,33,7592,41,393
1733,1598,34,7574,38,391
1734,1556,34,7502,45,388
1735,1561,34,7569,45,382
1736,1586,35,7576,26,381
1737,1509,35,7583,47,397
1738,1564,33,7505,39,397
1739,1592,32,7548,31,384
1740,1510,35,7567,26,382
1741,1523,35,7514,29,384
1742,1502,34,7527,47,398
1743,1527,32,7640,35,383
1744,1583,35,7678,34,396
1745,1590,32,7534,40,398
1746,1500,32,7538,30,393
1747,1542,34,7550,46,385
1748,1518,32,7517,24,391
1749,1503,34,7559,44,390
1750,1525,35,7639,36,395
1751,1569,35,7602,40,384
1752,1500,33,7580,47,388
1753,1559,33,7614,31,399
1754,1519,33,7523,43,395
1755,1506,34,7687,46,394
1756,1500,33,7651,34,384
1757,1510,34,7605,41,393
1758,1527,35,7588,46,389
1759,1547,33,7583,30,395
1760,1536,35,7596,34,393
1761,1585,34,7504,33,395
1762,1537,34,7565,35,385
1763,1536,32,7528,38,382
1764,1579,34,7589,30,398
1765,1527,34,7528,41,390
1766,1553,34,7630,28,391
1767,1592,34,7524,42,389
1768,1518,35,7667,31,384
1769,1518,32,7635,41,388
1770,1524,33,7599,38,383
1771,1557,32,7556,44,395
1772,1575,32,7530,37,397
1773,1516,32,7579,27,393
1774,1530,32,7616,30,396
1775,1573,33,7666,44,383
1776,1553,34,7539,39,382
1777,1548,33,7691,43,396
1778,1505,32,7667,45,386
1779,1514,34,7653,41,389
1780,1585,32,7674,40,385
1781,1527,32,7560,25,393
1782,1546,34,7635,37,398
1783,1513,34,7559,30,381
1784,1598,35,7594,38,397
1785,1537,34,7558,39,382
1786,1585,33,7552,26,392
1787,1537,35,7698,45,399
1788,1517,33,7601,35,394
1789,1528,32,7521,45,384
1790,1517,33,7676,31,392
1791,1573,32,7663,31,399
1792,1536,33,7533,44,383
1793,1596,34,7566,38,391
1794,1543,32,7614,28,390
1795,1596,33,7535,37,389
1796,1520,32,7645,33,382
1797,1577,35,7537,41,391
1798,1549,32,7649,47,385
1799,1571,32,7627,36,396
1800,1510,35,7681,28,394
1801,1595,32,7691,40,386
1802,1591,32,7638,34,390
1803,1536,32,7692,26,384
1804,1570,35,7685,37,399
1805,1558,34,7650,32,392
1806,1522,35,7593,47,397
1807,1542,35,7689,36,396
1808,1551,34,7612,43,392
1809,1596,35,7600,24,391
1810,1511,34,7646,36,387
1811,1508,32,7656,45,389
1812,1564,32,7600,36,381
1813,1538,34,7618,46,388
1814,1561,34,7601,25,385
1815,1550,35,7663,32,392
1816,1565,34,7563,42,394
1817,1592,34,7650,37,383
1818,1561,32,7675,28,396
1819,1598,32,7524,29,397
1820,1508,33,7599,35,382
1821,1527,33,7615,34,380
1822,1502,32,7592,40,398
1823,1578,34,7550,29,380
1824,1555,33,7629,25,396
1825,1509,32,7668,39,396
1826,1536,33,7616,39,388
1827,1568,34,7599,33,391
1828,1591,34,7670,28,380
1829,1557,32,7693,26,395
1830,1530,32,7542,28,395
1831,1501,34,7676,42,393
1832,1598,34,7559,47,391
1833,1579,32,7619,30,380
1834,1560,35,7531,47,386
1835,1561,34,7555,43,380
1836,1566,34,7641,36,398
1837,1579,35,7568,45,390
1838,1576,34,7532,47,380
1839,1568,32,7538,28,391
