,Carbonato_sodio [%],Caliza [%],Silica_arena [%],Densidad [g/cm3]
1243,17,6,65,2444
1244,16,9,61,2415
1245,16,11,64,2492
1246,14,6,68,2459
1247,15,10,69,2524
1248,14,11,69,2476
1249,17,9,69,2514
1250,16,9,63,2454
1251,14,7,61,2563
1252,16,7,67,2566
1253,13,11,68,2516
1254,17,6,66,2526
1255,16,9,65,2491
1256,16,6,67,2400
1257,14,8,68,2466
1258,17,9,62,2404
1259,17,9,67,2446
1260,12,11,60,2489
1261,15,6,67,2555
1262,12,11,68,2513
1263,15,9,67,2415
1264,12,11,61,2521
1265,15,10,63,2506
1266,17,6,60,2412
1267,17,10,63,2528
1268,14,6,60,2563
1269,16,7,69,2408
1270,17,8,63,2440
1271,17,10,66,2442
1272,13,6,66,2541
1273,14,5,66,2424
1274,14,5,69,2415
1275,17,11,61,2589
1276,15,9,64,2574
1277,13,7,60,2557
1278,17,11,67,2458
1279,17,11,65,2557
1280,16,6,63,2509
1281,14,8,69,2464
1282,16,8,65,2520
1283,16,11,67,2443
1284,14,9,67,2403
1285,13,7,62,2577
1286,16,7,60,2514
1287,12,7,67,2479
1288,17,6,69,2597
1289,14,11,61,2456
1290,13,5,64,2573
1291,15,6,64,2524
1292,14,8,67,2458
1293,13,9,61,2513
1294,16,11,65,2529
1295,14,5,64,2568
1296,16,8,69,2472
1297,14,6,64,2416
1298,12,8,69,2513
1299,14,7,61,2449
1300,16,10,69,2409
1301,12,6,62,2498
1302,14,7,66,2452
1303,17,10,64,2440
1304,15,8,64,2545
1305,17,11,65,2583
1306,17,10,62,2405
1307,14,10,66,2540
1308,12,9,61,2516
1309,15,6,67,2536
1310,13,11,63,2569
1311,17,7,67,2510
1312,15,8,60,2437
1313,15,11,61,2440
1314,16,8,61,2448
1315,15,10,62,2531
1316,16,5,68,2460
1317,16,11,60,2485
1318,17,5,61,2458
1319,14,9,62,2580
1320,17,10,68,2441
1321,14,8,69,2515
1322,17,8,60,2493
1323,14,9,67,2555
1324,17,9,68,2544
1325,17,7,69,2466
1326,14,5,65,2593
1327,15,6,60,2489
1328,13,7,62,2451
1329,16,11,60,2420
1330,13,11,62,2442
1331,13,11,66,2498
1332,13,8,62,2430
1333,16,10,65,2468
1334,16,8,63,2541
1335,17,7,63,2464
1336,17,9,62,2434
1337,14,9,68,2403
1338,14,7,63,2416
1339,15,8,64,2468
1340,14,9,67,2578
1341,16,9,68,2580
1342,12,10,61,2419
1343,13,7,68,2517
1344,13,7,62,2587
1345,15,5,62,2453
1346,12,7,68,2565
1347,13,8,66,2404
1348,15,7,60,2575
1349,12,10,60,2554
1350,17,10,61,2582
1351,16,5,69,2580
1352,12,8,67,2506
1353,16,6,65,2539
1354,13,7,63,2576
1355,16,9,60,2592
1356,17,5,68,2577
1357,12,6,64,2556
1358,16,10,69,2523
1359,14,5,63,2497
1360,16,10,60,2419
1361,15,6,68,2448
1362,16,10,60,2506
1363,12,5,65,2492
1364,14,6,61,2424
1365,12,9,60,2543
1366,17,7,68,2544
1367,16,10,63,2449
1368,12,10,68,2466
1369,15,5,67,2519
1370,15,11,60,2567
1371,17,5,62,2597
1372,14,5,67,2558
1373,15,11,60,2480
1374,16,11,67,2560
1375,13,10,67,2414
1376,15,8,62,2597
1377,16,10,68,2422
1378,16,10,60,2401
1379,13,8,62,2404
1380,14,11,62,2591
1381,15,10,65,2454
1382,13,10,66,2418
1383,13,6,61,2435
1384,12,5,65,2585
1385,15,7,65,2526
1386,15,9,69,2587
1387,15,8,69,2546
1388,13,5,60,2405
1389,12,9,61,2565
1390,16,9,65,2564
1391,15,10,65,2559
1392,12,11,64,2531
1393,14,11,68,2409
1394,17,10,69,2460
1395,13,5,66,2487
1396,16,5,68,2549
1397,15,6,69,2477
1398,12,10,68,2422
1399,15,10,60,2472
1400,17,6,61,2453
1401,12,6,65,2432
1402,14,9,65,2493
1403,12,8,69,2566
1404,17,9,64,2564
1405,12,8,66,2547
1406,17,9,69,2434
1407,15,10,63,2449
1408,15,9,63,2453
1409,15,11,60,2482
1410,13,10,67,2548
1411,12,11,64,2423
1412,17,11,62,2545
1413,16,7,69,2554
1414,15,5,60,2575
1415,17,10,68,2578
1416,14,9,62,2420
1417,15,9,68,2430
1418,17,5,66,2453
1419,17,7,60,2482
1420,12,8,69,2460
1421,15,10,61,2406
1422,13,5,62,2420
1423,12,7,64,2443
1424,13,10,64,2499
1425,17,10,66,2470
1426,13,11,68,2459
1427,14,8,60,2498
1428,16,9,65,2481
1429,15,6,69,2509
1430,15,7,65,2510
1431,12,5,67,2471
1432,16,6,67,2405
1433,16,5,64,2500
1434,14,6,69,2410
1435,15,6,64,2534
1436,12,6,63,2461
1437,16,6,67,2500
1438,12,5,60,2455
1439,15,10,61,2457
1440,16,5,69,2535
1441,12,5,64,2593
1442,16,6,68,2441
1443,14,9,66,2589
1444,12,7,64,2508
1445,13,11,68,2576
1446,12,5,63,2562
1447,13,10,60,2589
1448,13,7,65,2440
1449,16,5,63,2584
1450,13,6,69,2535
1451,12,10,65,2516
1452,15,11,62,2517
1453,12,10,69,2474
1454,12,10,60,2457
1455,17,8,62,2564
1456,12,5,69,2517
1457,12,6,61,2404
1458,16,5,68,2557
1459,16,10,61,2564
1460,13,7,61,2539
1461,16,9,62,2548
1462,17,11,63,2505
1463,14,5,67,2476
1464,12,5,62,2571
1465,13,9,63,2478
1466,17,11,65,2424
1467,12,7,63,2459
1468,15,9,63,2480
1469,14,9,60,2534
1470,17,8,66,2486
1471,14,10,61,2449
1472,16,8,60,2482
1473,16,5,62,2487
1474,17,7,60,2501
1475,13,5,61,2575
1476,17,7,67,2598
1477,12,5,60,2465
1478,15,5,60,2588
1479,14,11,65,2571
1480,15,11,64,2579
1481,17,9,60,2593
1482,17,7,69,2482
1483,13,11,62,2580
1484,17,9,63,2435
1485,14,6,66,2509
1486,12,8,66,2529
1487,13,8,63,2514
1488,17,11,63,2509
1489,15,5,65,2543
1490,14,8,64,2426
1491,16,6,67,2567
1492,15,11,66,2401
1493,15,11,67,2416
1494,16,5,66,2419
1495,17,9,69,2582
1496,15,10,62,2570
1497,17,11,61,2559
1498,17,7,65,2534
1499,12,6,67,2521
1500,12,5,65,2461
1501,13,10,63,2503
1502,14,10,68,2406
1503,16,8,60,2445
1504,17,11,68,2481
1505,17,7,63,2573
1506,17,11,67,2513
1507,15,8,67,2564
1508,13,5,63,2588
1509,12,10,60,2583
1510,13,11,66,2560
1511,14,11,63,2444
1512,15,11,65,2411
1513,17,11,66,2416
1514,16,11,62,2482
1515,14,9,65,2479
1516,16,6,63,2404
1517,12,11,69,2524
1518,17,7,65,2557
1519,13,10,60,2411
1520,13,10,63,2513
1521,15,11,60,2496
1522,17,8,61,2402
1523,12,7,68,2436
1524,15,11,63,2575
1525,15,9,69,2548
1526,13,6,69,2450
1527,12,10,65,2543
1528,14,9,64,2526
1529,17,7,69,2466
1530,13,7,68,2546
1531,17,7,63,2494
1532,15,5,64,2549
1533,12,7,65,2425
1534,12,7,69,2402
1535,12,7,62,2567
1536,13,6,60,2527
1537,14,11,61,2492
1538,15,5,66,2545
1539,15,8,69,2515
1540,14,10,69,2427
1541,14,6,64,2594
1542,15,7,61,2539
1543,17,11,60,2547
1544,17,11,66,2499
1545,14,7,67,2432
1546,16,6,62,2420
1547,13,11,69,2429
1548,13,6,69,2448
1549,16,9,67,2410
1550,14,11,65,2597
1551,12,7,69,2427
1552,14,8,68,2414
1553,13,9,61,2544
1554,12,10,64,2463
1555,16,9,65,2496
1556,15,10,67,2421
1557,17,8,61,2502
1558,14,11,61,2525
1559,12,11,62,2410
1560,14,11,66,2589
1561,13,6,67,2483
1562,14,8,62,2540
1563,13,9,67,2475
1564,13,7,69,2536
1565,16,10,66,2588
1566,15,10,68,2515
1567,17,7,67,2481
1568,17,6,67,2458
1569,13,8,61,2507
1570,14,10,64,2406
1571,14,9,60,2568
1572,13,8,63,2407
1573,17,6,68,2406
1574,13,6,65,2477
1575,14,11,65,2546
1576,16,9,67,2569
1577,17,10,69,2494
1578,12,5,61,2578
1579,15,9,68,2456
1580,13,11,69,2438
1581,14,10,61,2540
1582,12,11,64,2485
1583,17,11,67,2481
1584,14,6,69,2534
1585,15,9,67,2502
1586,14,9,67,2592
1587,12,10,63,2421
1588,12,10,62,2494
1589,16,11,68,2583
1590,14,10,62,2506
1591,16,7,67,2556
1592,13,9,66,2436
1593,17,6,67,2576
1594,13,6,63,2485
1595,17,5,66,2490
1596,14,9,61,2474
1597,13,9,64,2567
1598,15,6,69,2407
1599,13,11,62,2579
1600,17,11,65,2416
1601,15,7,67,2502
1602,17,6,65,2429
1603,17,9,61,2566
1604,14,11,66,2455
1605,13,5,66,2423
1606,16,6,67,2532
1607,12,11,60,2582
1608,12,5,67,2466
1609,17,10,66,2524
1610,17,8,65,2412
1611,15,8,69,2440
1612,15,5,65,2574
1613,14,9,61,2408
1614,15,7,60,2506
1615,15,9,69,2563
1616,14,10,66,2401
1617,13,11,60,2440
1618,15,6,61,2419
1619,13,5,69,2510
1620,13,10,67,2481
1621,12,5,69,2585
1622,16,8,69,2479
1623,12,7,64,2558
1624,15,8,64,2557
1625,15,10,63,2498
1626,14,9,62,2508
1627,17,7,67,2527
1628,14,6,61,2598
1629,14,6,60,2456
1630,13,8,62,2475
1631,12,8,69,2594
1632,15,11,60,2475
1633,17,8,64,2497
1634,15,5,62,2480
1635,13,11,62,2570
1636,14,5,67,2456
1637,12,8,66,2491
1638,15,11,66,2462
1639,17,8,60,2415
1640,16,5,60,2589
1641,15,6,60,2446
1642,15,8,62,2410
1643,17,9,64,2522
1644,15,10,68,2441
1645,14,5,61,2558
1646,15,9,65,2446
1647,17,9,61,2497
1648,12,9,69,2576
1649,17,9,64,2400
1650,17,10,61,2551
1651,15,7,65,2472
1652,14,11,61,2459
1653,12,7,60,2569
1654,16,8,69,2541
1655,14,8,61,2475
1656,15,7,66,2575
1657,16,7,63,2408
1658,14,5,63,2520
1659,17,11,65,2539
1660,13,10,60,2457
1661,12,5,63,2530
1662,14,6,69,2415
1663,14,8,61,2516
1664,12,6,62,2541
1665,13,5,67,2548
1666,13,8,60,2488
1667,13,10,63,2525
1668,12,6,63,2527
1669,12,5,62,2500
1670,16,11,64,2553
1671,15,9,67,2460
1672,14,10,61,2519
1673,14,5,62,2465
1674,17,7,69,2537
1675,14,10,66,2448
1676,17,6,66,2529
1677,16,9,60,2571
1678,12,6,60,2480
1679,14,7,69,2591
1680,13,7,67,2406
1681,13,11,65,2599
1682,12,11,69,2483
1683,15,8,63,2533
1684,15,8,61,2480
1685,17,10,66,2441
1686,14,9,65,2524
1687,12,8,60,2597
1688,15,9,63,2544
1689,17,10,65,2592
1690,13,6,61,2409
1691,16,11,67,2594
1692,17,5,64,2535
1693,12,11,67,2577
1694,12,7,62,2425
1695,13,6,63,2538
1696,13,8,67,2425
1697,17,6,60,2526
1698,15,11,61,2527
1699,14,5,60,2507
1700,12,7,69,2520
1701,13,7,69,2422
1702,12,9,62,2542
1703,14,8,67,2425
1704,15,10,61,2442
1705,15,9,65,2588
1706,12,7,61,2456
1707,13,6,69,2553
1708,16,10,65,2480
1709,17,11,67,2524
1710,13,10,64,2418
1711,17,10,62,2515
1712,13,11,68,2557
1713,15,10,61,2548
1714,15,11,62,2553
1715,12,6,67,2526
1716,16,5,61,2406
1717,17,5,62,2444
1718,16,10,68,2481
1719,14,5,68,2586
1720,12,9,69,2568
1721,12,7,65,2569
1722,17,8,65,2486
1723,16,7,62,2409
1724,13,9,65,2508
1725,16,7,62,2566
1726,15,5,62,2537
1727,15,8,61,2458
1728,15,7,68,2476
1729,12,8,68,2438
1730,13,9,68,2592
1731,17,7,63,2430
1732,13,11,63,2443
1733,16,8,63,2494
1734,17,7,62,2559
1735,13,6,60,2550
1736,14,7,67,2431
1737,14,8,66,2514
1738,17,5,66,2405
1739,12,11,65,2449
1740,14,10,68,2510
1741,14,9,63,2418
1742,12,11,61,2529
1743,17,5,63,2543
1744,12,5,67,2526
1745,15,10,67,2598
1746,14,9,62,2474
1747,14,7,61,2554
1748,14,10,69,2580
1749,13,11,64,2445
1750,12,6,68,2510
1751,15,10,65,2418
1752,15,11,66,2428
1753,12,10,65,2447
1754,15,11,67,2442
1755,12,7,64,2474
1756,14,5,65,2402
1757,12,10,68,2578
1758,12,8,68,2526
1759,16,8,68,2511
1760,13,9,68,2449
1761,12,10,65,2558
1762,17,7,69,2558
1763,14,9,64,2509
1764,14,7,66,2539
1765,17,8,67,2431
1766,13,7,66,2523
1767,15,6,69,2552
1768,15,10,69,2401
1769,13,8,65,2488
1770,16,11,67,2426
1771,16,7,62,2475
1772,12,8,64,2412
1773,13,10,64,2504
1774,17,5,65,2537
1775,12,6,60,2509
1776,13,10,62,2456
1777,13,5,61,2538
1778,14,5,60,2479
1779,12,6,69,2545
1780,15,9,67,2475
1781,12,5,67,2596
1782,14,6,63,2420
1783,16,6,66,2570
1784,16,8,66,2488
1785,13,6,63,2586
1786,14,7,61,2541
1787,15,10,67,2452
1788,12,7,64,2518
1789,13,8,68,2594
1790,16,8,68,2408
1791,13,9,68,2555
1792,13,6,60,2558
1793,14,6,68,2438
1794,12,6,60,2532
1795,13,11,65,2562
1796,12,10,69,2515
1797,12,8,68,2550
1798,13,9,60,2548
1799,15,8,65,2530
1800,16,11,66,2401
1801,15,9,64,2528
1802,15,6,68,2414
1803,15,10,67,2517
1804,14,5,64,2573
1805,12,10,66,2471
1806,16,8,67,2479
1807,16,10,66,2432
1808,17,10,67,2572
1809,17,11,63,2476
1810,15,10,69,2467
1811,16,5,68,2589
1812,15,6,68,2485
1813,16,6,67,2538
1814,12,10,66,2542
1815,15,8,62,2400
1816,12,6,66,2478
1817,14,10,65,2585
1818,14,8,61,2557
1819,15,8,67,2548
1820,14,7,61,2565
1821,13,11,63,2437
1822,14,5,63,2454
1823,17,7,67,2429
1824,12,10,65,2494
1825,16,11,61,2414
1826,12,8,68,2403
1827,15,8,64,2464
1828,16,9,69,2441
1829,15,7,67,2506
1830,15,8,66,2458
1831,12,8,63,2425
1832,14,5,67,2529
1833,17,7,66,2494
1834,15,5,61,2586
1835,15,10,60,2453
1836,16,9,66,2577
1837,12,6,61,2410
1838,17,10,65,2548
1839,17,9,61,2467
1840,15,6,64,2569
1841,15,9,61,2453
1842,16,7,66,2436
1843,15,5,63,2495
1844,14,11,67,2457
1845,12,8,64,2486
1846,13,5,65,2499
1847,16,11,61,2492
1848,13,6,65,2516
1849,14,6,62,2468
1850,13,8,67,2461
1851,16,6,67,2546
1852,13,9,60,2575
1853,17,10,65,2548
1854,14,11,69,2594
1855,15,9,62,2461
1856,17,6,68,2545
1857,17,8,68,2575
1858,15,11,65,2441
1859,13,6,63,2580
1860,17,9,67,2571
1861,12,6,63,2523
1862,13,6,66,2513
1863,17,8,61,2444
1864,12,8,61,2514
1865,17,11,63,2594
1866,15,8,61,2574
1867,17,9,69,2549
1868,14,10,60,2534
1869,13,7,65,2443
1870,14,10,66,2444
1871,12,6,68,2591
1872,16,7,63,2535
1873,16,10,69,2464
1874,14,8,64,2453
1875,15,8,63,2522
1876,12,9,66,2528
1877,17,11,61,2412
1878,16,11,64,2540
1879,13,8,63,2586
1880,14,7,64,2459
1881,16,7,69,2565
1882,12,5,62,2529
1883,12,10,67,2517
1884,13,10,62,2589
1885,12,7,69,2469
1886,14,7,66,2425
1887,12,11,69,2447
1888,13,9,63,2488
1889,17,7,60,2556
1890,12,8,63,2465
1891,16,5,62,2501
1892,15,5,61,2576
1893,14,11,62,2563
1894,12,10,60,2553
1895,12,8,69,2552
1896,16,11,61,2409
1897,17,10,68,2599
1898,15,11,63,2583
1899,14,10,69,2501
1900,13,9,68,2426
1901,12,8,67,2530
1902,13,6,62,2536
1903,17,11,66,2469
1904,16,10,66,2425
1905,17,11,62,2411
1906,17,11,62,2406
1907,12,10,61,2566
1908,12,11,63,2470
1909,14,11,61,2503
1910,15,10,67,2586
1911,12,9,63,2565
1912,14,10,63,2552
1913,16,5,68,2592
1914,15,8,61,2530
1915,14,10,67,2509
1916,16,5,61,2512
1917,15,11,65,2487
1918,16,6,65,2574
1919,16,7,61,2402
1920,17,6,65,2582
1921,16,6,63,2414
1922,15,9,63,2544
1923,13,8,64,2534
1924,13,10,63,2437
1925,17,5,63,2537
1926,12,10,67,2423
1927,14,5,68,2561
1928,14,6,60,2428
1929,14,11,61,2415
1930,17,10,65,2537
1931,12,11,66,2488
1932,17,11,68,2420
1933,13,10,61,2407
1934,15,5,67,2483
1935,17,5,64,2533
1936,14,7,69,2520
1937,15,10,60,2416
1938,12,11,65,2553
1939,16,9,69,2544
1940,12,7,61,2490
1941,12,9,67,2423
1942,12,5,64,2594
1943,14,11,68,2526
1944,14,8,60,2585
1945,16,9,68,2509
1946,13,11,65,2516
1947,16,5,67,2444
1948,15,11,65,2422
1949,14,11,64,2407
1950,17,7,66,2498
1951,17,5,67,2433
1952,12,10,67,2598
1953,14,7,68,2527
1954,16,9,60,2422
1955,15,9,62,2453
1956,12,9,62,2539
1957,13,6,65,2477
1958,12,7,67,2428
1959,17,6,63,2500
1960,12,5,69,2455
1961,13,9,62,2440
1962,12,8,68,2443
1963,16,6,62,2529
1964,15,9,69,2456
1965,15,5,60,2541
1966,12,6,68,2554
1967,13,9,67,2424
1968,17,5,69,2534
1969,17,6,65,2498
1970,12,5,68,2553
1971,16,8,62,2548
1972,16,10,65,2456
1973,14,8,68,2428
1974,14,10,64,2462
1975,16,9,66,2478
1976,15,8,66,2544
1977,17,7,66,2504
1978,15,7,67,2531
1979,12,8,64,2455
1980,17,10,60,2518
1981,15,10,63,2406
1982,14,11,61,2488
1983,17,6,62,2588
1984,12,5,65,2426
1985,14,10,66,2424
1986,14,9,67,2490
1987,13,5,62,2489
1988,15,5,64,2440
1989,17,8,63,2530
1990,15,8,65,2474
1991,16,6,68,2447
1992,16,6,66,2486
1993,13,9,68,2497
1994,14,9,67,2429
1995,14,5,61,2517
1996,12,10,66,2491
1997,14,5,63,2403
1998,16,6,64,2587
1999,15,8,69,2501
2000,16,9,69,2443
2001,17,5,62,2422
2002,13,7,62,2485
2003,15,11,66,2594
2004,12,9,63,2502
2005,14,7,64,2434
2006,15,8,60,2435
2007,16,6,62,2489
2008,15,11,67,2469
2009,14,6,66,2416
2010,14,11,65,2439
2011,17,8,60,2460
2012,17,8,63,2482
2013,17,5,68,2536
2014,14,8,60,2558
2015,15,11,66,2492
2016,14,6,63,2533
2017,15,5,62,2502
2018,13,9,64,2501
2019,16,11,64,2521
2020,16,6,67,2533
2021,14,10,60,2404
2022,15,6,65,2597
2023,15,9,60,2480
2024,13,10,66,2449
2025,12,7,61,2475
2026,12,8,64,2599
2027,14,11,67,2539
2028,14,8,60,2433
2029,17,8,69,2589
2030,14,8,67,2457
2031,15,7,67,2443
2032,14,6,67,2589
2033,16,9,67,2415
2034,15,5,65,2507
2035,13,5,65,2532
2036,14,5,69,2465
2037,17,6,69,2480
2038,15,9,68,2581
2039,16,10,67,2559
2040,15,5,65,2411
2041,16,10,63,2489
2042,13,10,68,2555
2043,15,10,67,2421
2044,17,8,60,2553
2045,15,8,69,2495
2046,12,8,61,2462
2047,17,9,66,2555
2048,13,8,62,2552
2049,15,9,65,2545
2050,17,6,69,2438
2051,15,5,62,2521
2052,13,6,67,2479
2053,13,11,61,2409
2054,16,10,63,2526
2055,12,9,61,2414
2056,13,8,64,2443
2057,14,5,62,2538
2058,13,11,64,2591
2059,16,10,60,2455
2060,12,6,68,2428
2061,15,10,68,2484
2062,12,6,67,2500
2063,14,9,63,2590
2064,17,5,67,2476
2065,12,5,63,2583
2066,16,10,61,2448
2067,14,6,63,2402
2068,17,5,69,2405
2069,13,9,67,2512
2070,17,9,67,2503
2071,12,9,63,2443
2072,15,6,67,2508
2073,12,7,65,2572
2074,15,6,61,2402
2075,12,8,67,2595
2076,15,8,63,2476
2077,17,9,60,2530
2078,14,10,65,2589
2079,14,7,67,2519
2080,13,9,66,2567
2081,14,9,67,2590
2082,13,11,62,2506
2083,13,11,68,2441
2084,13,7,66,2469
2085,14,7,63,2569
2086,12,11,69,2487
2087,16,7,62,2418
2088,17,7,61,2554
2089,15,8,61,2535
2090,13,5,68,2461
2091,16,6,61,2411
2092,13,6,61,2517
2093,16,8,62,2575
2094,14,5,64,2460
2095,15,6,66,2468
2096,17,10,62,2468
2097,12,8,68,2566
2098,16,9,65,2589
2099,15,7,62,2570
2100,14,6,68,2460
2101,15,6,68,2574
2102,17,10,62,2416
2103,16,7,62,2414
2104,14,11,69,2448
2105,14,9,60,2503
2106,16,10,61,2434
2107,15,5,61,2509
2108,12,6,68,2495
2109,14,5,60,2449
2110,16,5,62,2518
2111,14,8,67,2438
2112,16,11,62,2418
2113,17,9,69,2407
2114,17,6,61,2406
2115,12,5,66,2493
2116,16,9,65,2465
2117,17,9,60,2526
2118,17,10,65,2431
2119,16,8,69,2581
2120,13,9,67,2417
2121,17,11,67,2453
2122,12,8,64,2427
2123,14,6,64,2414
2124,16,10,63,2430
2125,14,5,65,2548
2126,14,7,63,2597
2127,14,7,66,2446
2128,15,11,69,2450
2129,15,11,65,2433
2130,16,10,65,2512
2131,13,7,65,2578
2132,12,9,63,2567
2133,13,6,67,2596
2134,13,9,61,2401
2135,16,9,60,2497
2136,12,8,61,2534
2137,17,10,68,2435
2138,17,5,69,2435
2139,16,6,64,2458
2140,15,6,65,2580
2141,16,10,61,2442
2142,14,7,65,2442
2143,13,11,68,2511
2144,15,5,60,2400
2145,17,7,68,2493
2146,13,8,63,2595
2147,12,7,68,2420
2148,15,11,60,2556
2149,15,8,62,2471
2150,17,6,65,2526
2151,17,10,65,2517
2152,14,10,66,2580
2153,17,9,60,2485
2154,15,10,66,2432
2155,16,11,63,2507
2156,17,8,62,2492
2157,13,7,67,2559
2158,14,7,66,2463
2159,17,9,69,2463
2160,16,7,66,2516
2161,13,6,64,2533
2162,16,7,65,2468
2163,17,10,68,2526
2164,15,10,67,2441
2165,14,9,65,2555
2166,15,7,63,2503
2167,12,9,65,2532
2168,12,9,67,2581
2169,16,8,60,2410
2170,12,6,61,2557
2171,12,6,67,2588
2172,14,7,60,2577
2173,17,9,66,2441
2174,14,5,66,2568
2175,15,5,64,2485
2176,13,9,67,2508
2177,15,7,65,2508
2178,13,7,65,2506
2179,12,7,68,2410
2180,12,6,68,2461
2181,14,10,63,2401
2182,17,8,60,2478
2183,15,11,66,2522
2184,17,8,66,2419
2185,13,11,63,2504
2186,14,5,61,2556
2187,13,7,69,2408
2188,14,11,62,2541
2189,14,7,62,2545
2190,15,5,63,2485
2191,14,9,63,2568
2192,13,5,63,2477
2193,12,8,69,2595
2194,17,6,60,2520
2195,15,7,67,2447
2196,17,5,62,2598
2197,15,7,61,2587
2198,13,8,63,2415
2199,17,10,65,2516
2200,16,7,60,2425
2201,14,10,60,2572
2202,14,10,67,2475
2203,16,9,65,2512
2204,12,9,67,2477
2205,12,11,67,2493
2206,17,10,66,2435
2207,17,7,62,2521
2208,16,6,67,2511
2209,13,9,60,2419
2210,16,7,62,2509
2211,15,10,61,2421
2212,12,6,63,2471
2213,13,6,65,2572
2214,17,8,61,2541
2215,16,9,66,2439
2216,16,11,66,2514
2217,17,6,66,2573
2218,16,7,66,2436
2219,14,7,67,2526
2220,13,6,67,2554
2221,14,7,62,2574
2222,16,11,63,2525
2223,12,8,63,2524
2224,15,11,64,2496
2225,12,11,64,2438
2226,16,5,65,2469
2227,14,9,60,2577
2228,14,8,68,2551
2229,12,10,67,2470
2230,15,7,66,2587
2231,17,11,64,2405
2232,15,9,63,2542
2233,13,11,67,2401
2234,17,9,68,2429
2235,17,9,65,2418
2236,13,11,63,2504
2237,16,9,66,2423
2238,17,7,64,2457
2239,17,9,67,2441
2240,14,11,60,2545
2241,14,5,67,2423
2242,16,6,68,2597
2243,15,10,62,2479
2244,16,10,64,2581
2245,15,6,65,2401
2246,13,9,63,2447
2247,17,10,61,2439
2248,13,11,66,2442
2249,17,6,66,2453
2250,14,10,67,2476
2251,12,7,61,2534
2252,12,8,64,2567
2253,13,8,65,2451
2254,16,9,60,2415
2255,16,10,62,2493
2256,12,6,64,2585
2257,14,5,69,2545
2258,17,9,62,2517
2259,15,11,69,2407
2260,14,7,62,2591
2261,13,5,69,2501
2262,16,9,69,2597
2263,13,10,60,2466
2264,14,7,65,2590
2265,15,5,65,2402
2266,12,8,67,2491
2267,14,11,66,2426
2268,13,8,66,2520
2269,15,9,63,2425
2270,14,11,69,2522
2271,12,5,69,2563
2272,14,5,61,2591
2273,15,6,69,2547
2274,15,6,67,2575
2275,17,5,65,2526
2276,17,10,69,2451
2277,14,9,64,2553
2278,14,10,63,2491
2279,16,11,66,2527
2280,14,10,61,2463
2281,17,10,63,2577
2282,16,8,60,2421
2283,12,10,69,2540
2284,15,9,69,2584
2285,15,8,63,2505
2286,12,8,60,2493
2287,13,8,65,2511
2288,12,9,65,2546
2289,15,8,68,2460
2290,17,10,68,2587
2291,12,10,65,2496
2292,14,9,67,2437
2293,13,6,60,2516
2294,13,8,67,2521
2295,15,5,61,2599
2296,14,8,65,2481
2297,14,11,60,2440
2298,15,6,65,2440
2299,13,8,69,2461
2300,17,8,66,2488
2301,12,9,67,2573
2302,14,8,61,2453
2303,13,5,67,2573
2304,17,11,65,2406
2305,14,10,63,2441
2306,15,5,66,2547
2307,17,9,66,2541
2308,14,5,62,2556
2309,13,6,63,2578
2310,12,8,61,2443
2311,17,9,65,2507
2312,16,7,65,2573
2313,13,11,69,2412
2314,17,5,64,2539
2315,16,10,68,2459
2316,15,9,65,2561
2317,15,8,63,2545
2318,12,11,63,2529
2319,15,7,68,2456
2320,14,9,64,2429
2321,15,10,65,2404
2322,17,7,63,2478
2323,15,5,68,2426
2324,12,5,60,2453
2325,15,6,65,2416
2326,15,5,60,2553
2327,17,8,63,2589
2328,17,8,68,2561
2329,15,6,68,2518
2330,14,8,60,2470
2331,13,5,60,2488
2332,16,7,69,2546
2333,15,8,65,2572
2334,13,11,61,2415
2335,13,7,68,2570
2336,16,9,68,2472
2337,13,7,60,2502
2338,16,5,66,2412
2339,14,11,62,2471
2340,15,5,69,2570
2341,13,9,68,2460
2342,16,6,66,2498
2343,17,6,62,2509
2344,17,9,66,2446
2345,16,5,61,2449
2346,16,8,60,2526
2347,14,9,64,2572
2348,13,5,64,2451
2349,12,8,65,2547
2350,16,8,66,2545
2351,16,6,65,2553
2352,15,10,64,2468
2353,16,10,65,2429
2354,17,8,63,2511
2355,12,6,64,2402
2356,16,10,66,2413
2357,17,11,61,2539
2358,12,10,61,2509
2359,13,9,69,2529
2360,15,7,64,2463
2361,14,10,69,2492
2362,13,11,65,2528
2363,14,9,60,2563
2364,12,9,61,2429
2365,14,6,68,2595
2366,12,7,69,2509
2367,12,8,69,2519
2368,12,11,67,2462
2369,17,11,63,2518
2370,12,9,62,2522
2371,17,9,63,2550
2372,12,7,66,2518
2373,15,8,65,2562
2374,14,7,68,2498
2375,12,10,63,2597
2376,17,6,67,2483
2377,12,10,60,2405
2378,14,10,63,2400
2379,16,9,65,2435
2380,16,6,61,2434
2381,12,7,62,2547
2382,12,6,69,2549
2383,14,8,65,2540
2384,15,8,63,2573
2385,16,11,64,2410
2386,14,10,68,2434
2387,15,11,68,2449
2388,16,5,68,2568
2389,17,11,68,2541
2390,15,11,62,2557
2391,16,8,60,2477
2392,12,8,65,2534
2393,13,6,65,2414
2394,15,5,69,2594
2395,13,9,69,2433
2396,16,5,61,2448
2397,16,9,61,2407
2398,17,8,67,2487
2399,13,8,62,2409
2400,13,8,64,2489
2401,17,5,65,2521
2402,17,10,61,2543
2403,16,11,65,2496
2404,16,9,60,2440
2405,13,5,67,2444
